Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11933171,2020-06-11 09:51:37,2020-06-05 11:30:18,104375148,5091648198,0,48,3099,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933171/SRR11933171.lite.1,SRX8478565,L343,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778508,SAMN15145083,simple,4577,Zea mays,CML165_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,49B0C9C9385283E0CB9087AEDD7219D0,C7423D37E16BB33FDAD7148722FFBBC2
SRR11933170,2020-06-11 09:51:37,2020-06-05 11:16:38,25666824,1308288307,0,50,389,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933170/SRR11933170.lite.1,SRX8478566,L344,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778509,SAMN15145084,simple,4577,Zea mays,CML170_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,01A760FCE1C38303E64746D6D66A4FD3,36E5FA5B04C7ED36383C47DE14F437FA
SRR11933169,2020-06-11 09:51:37,2020-06-05 11:24:03,73559934,3642957540,0,49,1887,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933169/SRR11933169.lite.1,SRX8478567,L345,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778510,SAMN15145085,simple,4577,Zea mays,CML170_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,8AD081BF7D471B1D25F7E0C10949AE41,2C7BFAAA463745C88F8909D63CE79C10
SRR11933168,2020-06-11 09:51:37,2020-06-05 11:24:22,74098021,3365263390,0,45,1886,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933168/SRR11933168.lite.1,SRX8478568,L346,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778511,SAMN15145086,simple,4577,Zea mays,CML170_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,6E4A959DD4D3B5DC431226C6D4AC44D9,9E5E14B54817102F18CD553B0014918C
SRR11933167,2020-06-11 09:51:37,2020-06-05 11:16:06,28745374,1463127001,0,50,521,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933167/SRR11933167.lite.1,SRX8478569,L347,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778513,SAMN15145087,simple,4577,Zea mays,CML171_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,3D859972AC160F5DEC385C9205EBD7E5,EB9FFE2B8B658D5A8CEA24875C22CECE
SRR11933166,2020-06-11 09:51:37,2020-06-05 11:19:19,51403322,2602859261,0,50,957,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933166/SRR11933166.lite.1,SRX8478570,L348,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778512,SAMN15145088,simple,4577,Zea mays,CML171_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,0926772FB71D96144EC93338DF0E6DB3,D6DA82191B67EF5F66B8E0F27F92B78F
SRR11933165,2020-06-11 09:51:37,2020-06-05 11:16:15,31158137,1585104941,0,50,539,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933165/SRR11933165.lite.1,SRX8478571,L349,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778515,SAMN15145089,simple,4577,Zea mays,CML171_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,477108BEF23D36BE81BF97E515516A42,276D86DF05BC4AC9022BE9076B0FBD49
SRR11933164,2020-06-11 09:51:37,2020-06-05 11:17:15,35367308,1800500411,0,50,644,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933164/SRR11933164.lite.1,SRX8478572,L350,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778514,SAMN15145090,simple,4577,Zea mays,CML172_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,8DBA9B1D34C6EB68A0C7E112EF2F8E57,49B91FA9900D24E000C3B8057E503D68
SRR11933162,2020-06-11 09:51:37,2020-06-05 11:17:51,42760379,2174707339,0,50,837,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933162/SRR11933162.lite.1,SRX8478574,L351,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778517,SAMN15145091,simple,4577,Zea mays,CML172_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,28EAF5F5ADC69D8E820131D5D20131C0,8F00A99A1778160C86FAAE102E9705D2
SRR11933161,2020-06-11 09:51:37,2020-06-05 11:16:01,26709044,1359670729,0,50,502,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933161/SRR11933161.lite.1,SRX8478575,L352,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778519,SAMN15145092,simple,4577,Zea mays,CML172_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,6724BD006E88E54BA4A02649E2E5B26D,2018B86EB4E4A2ECDFF1ECBABA505C3D
SRR11933160,2020-06-11 09:51:37,2020-06-05 11:17:12,45739615,2328791224,0,50,864,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933160/SRR11933160.lite.1,SRX8478576,L353,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778518,SAMN15145093,simple,4577,Zea mays,CML189_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,1BC56334D74534D9DBD06B61A4882D15,627AE46E517A6B7AB1725C572C18BA76
SRR11933159,2020-06-11 09:51:37,2020-06-05 11:17:39,42838403,2181287711,0,50,805,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933159/SRR11933159.lite.1,SRX8478577,L354,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778520,SAMN15145094,simple,4577,Zea mays,CML189_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,47E19AA3B400C8063CF4354A93776DED,DB8A7EDAA66BF489A3B5AA5758C3F94E
SRR11933158,2020-06-11 09:51:37,2020-06-05 11:17:55,35338416,1763874346,0,49,869,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933158/SRR11933158.lite.1,SRX8478578,L355,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778521,SAMN15145095,simple,4577,Zea mays,CML189_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,F0BD71857635764C5265EAAEC3DB0C8F,8080F9F671B4A83B4E70F8D5C3E56970
SRR11933157,2020-06-11 09:51:37,2020-06-05 11:19:02,43962486,2237878657,0,50,843,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933157/SRR11933157.lite.1,SRX8478579,L356,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778522,SAMN15145096,simple,4577,Zea mays,CML192_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,4FCF691286168E12C6D45E3778122F02,43FD783B9304820B541CC4297B42557D
SRR11933156,2020-06-11 09:51:37,2020-06-05 11:19:49,47878873,2438201385,0,50,828,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933156/SRR11933156.lite.1,SRX8478580,L357,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778525,SAMN15145097,simple,4577,Zea mays,CML192_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,1DF66B02EFB6B7772109105A452225B2,938FE4D16EEC4D12300837D534C18B1E
SRR11933155,2020-06-11 09:51:37,2020-06-05 11:20:16,49809163,2531379604,0,50,953,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933155/SRR11933155.lite.1,SRX8478581,L358,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778523,SAMN15145098,simple,4577,Zea mays,CML192_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,69363923033A2AED66E124AF56AF0ADC,C31664218059DE66C4820F4E6262364E
SRR11933154,2020-06-11 09:51:37,2020-06-05 11:15:22,27233118,1386521381,0,50,468,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933154/SRR11933154.lite.1,SRX8478582,L359,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778524,SAMN15145099,simple,4577,Zea mays,CML20_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,04ABB0C34B2F3CBBF6854E2ABC36D307,215A4BF1E4FE362DA37841236B8E968D
SRR11933153,2020-06-11 09:51:37,2020-06-05 11:15:43,31096490,1581875578,0,50,580,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933153/SRR11933153.lite.1,SRX8478583,L360,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778526,SAMN15145100,simple,4577,Zea mays,CML20_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,AA21F7C09D29BFC9C70C91C6B35F9E63,59C66BFEED2F85647F0DAB2D491AB368
SRR11933151,2020-06-11 09:51:37,2020-06-05 11:17:58,52151032,2529706021,0,48,1562,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933151/SRR11933151.lite.1,SRX8478585,L361,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778528,SAMN15145101,simple,4577,Zea mays,CML298_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,8E7440D57018D4A800FF8F6FB0AF0447,C366298088B48A4BB1ABCC50D8EAB396
SRR11933150,2020-06-11 09:51:37,2020-06-05 11:20:19,49015721,2432033590,0,49,1315,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933150/SRR11933150.lite.1,SRX8478586,L362,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778529,SAMN15145102,simple,4577,Zea mays,CML298_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,91777175F18D302DF31791E405E0BCBA,82616846D508C28DB142BF2A01C94F63
SRR11933149,2020-06-11 09:51:37,2020-06-05 11:16:29,36956998,1687001413,0,45,900,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933149/SRR11933149.lite.1,SRX8478587,L363,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778530,SAMN15145103,simple,4577,Zea mays,CML298_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,CFB6894C6A0854BC3DA37428868179B9,34BE4EDBAC1CA32A783D646D998B845F
SRR11933148,2020-06-11 09:51:37,2020-06-05 11:28:33,55298892,2691247023,0,48,1612,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933148/SRR11933148.lite.1,SRX8478588,L364,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778531,SAMN15145104,simple,4577,Zea mays,CML304_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,133A3AD109D5B0076D5E5C73D64EE294,BBC89EF15012975AF8C17B9221550279
SRR11933147,2020-06-11 09:51:37,2020-06-05 11:14:43,34291835,1584784670,0,46,910,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933147/SRR11933147.lite.1,SRX8478589,L365,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778532,SAMN15145105,simple,4577,Zea mays,CML304_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,247B03618B04F6EB3288F2D0B20E8911,21B25BAE2E05A482FC554E8B04D0EE01
SRR11933146,2020-06-11 09:51:37,2020-06-05 11:32:08,119923881,5834206643,0,48,3578,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933146/SRR11933146.lite.1,SRX8478590,L366,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778533,SAMN15145106,simple,4577,Zea mays,CML304_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,B6231B3B029B0B16514BEC16F7A5B739,CEB3C7FD796400E13522BB94E3D9EECC
SRR11933145,2020-06-11 09:51:37,2020-06-05 11:17:05,40129694,2044050140,0,50,623,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933145/SRR11933145.lite.1,SRX8478591,L367,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778534,SAMN15145107,simple,4577,Zea mays,CML31_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,91CF7DB96839371CFA72266720F4CB6C,D77AF76F0E33C6C5EA71F41EF91D531D
SRR11933144,2020-06-11 09:51:37,2020-06-05 11:16:50,38433849,1913054436,0,49,1037,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933144/SRR11933144.lite.1,SRX8478592,L368,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778535,SAMN15145108,simple,4577,Zea mays,CML31_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,F2D6B85D9E8EFCE99DB32CFB6D67E117,32AEDFF51E37C23C2167909CB8297D70
SRR11933143,2020-06-11 09:51:37,2020-06-05 11:11:29,13150318,621883751,0,47,411,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933143/SRR11933143.lite.1,SRX8478593,L369,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778536,SAMN15145109,simple,4577,Zea mays,CML31_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,20291D861ABC9C515344739BFB63E6FD,3C7CE9DBD050FF063B9AF4B44F8B0884
SRR11933138,2020-06-11 09:51:38,2020-06-05 11:15:20,31252103,1448605032,0,46,836,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933138/SRR11933138.lite.1,SRX8478598,L373,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778540,SAMN15145113,simple,4577,Zea mays,CML325_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,D337434CDC0A0B4CCA3604D79E9B7079,868ECBF8812C16F57DEF165BE50F03F3
SRR11933137,2020-06-11 09:51:38,2020-06-05 11:19:43,65628649,3180443264,0,48,1932,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933137/SRR11933137.lite.1,SRX8478599,L374,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778542,SAMN15145114,simple,4577,Zea mays,CML325_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,3A0B346D543BA9C874752689A2284595,84126FE848885D7CEA8EEA70D020A9CC
SRR11933142,2020-06-11 09:51:37,2020-06-05 11:16:45,38559104,1959912848,0,50,766,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933142/SRR11933142.lite.1,SRX8478594,L370,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778537,SAMN15145110,simple,4577,Zea mays,CML32_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,3802DF7CB435A345ED79445C24EE6C64,DC1FCDFD4B510097700E62156BE5C462
SRR11933140,2020-06-11 09:51:38,2020-06-05 11:16:58,54897633,2795941983,0,50,788,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933140/SRR11933140.lite.1,SRX8478596,L371,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778539,SAMN15145111,simple,4577,Zea mays,CML32_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,4C84B873F6BCF3D7BA0AC1C9B15B3CC1,F24CA4EF1771C740D434802E7038515C
SRR11933139,2020-06-11 09:51:38,2020-06-05 11:13:05,27534334,1401528632,0,50,534,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933139/SRR11933139.lite.1,SRX8478597,L372,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778541,SAMN15145112,simple,4577,Zea mays,CML32_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,11EFAFE8FB3CE32EE69C8DDE1D6B0662,A7707AD362F27646A60B8E2D11E0C95B
SRR11933136,2020-06-11 09:51:38,2020-06-05 11:13:50,27889694,1368139832,0,49,821,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933136/SRR11933136.lite.1,SRX8478600,L375,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778543,SAMN15145115,simple,4577,Zea mays,CML360_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,4215D938D709D8CE7642826311C3EFC8,F960426BFC511303F8D6E9F3DEE9BC04
SRR11933135,2020-06-11 09:51:38,2020-06-05 11:16:12,33752223,1714884165,0,50,788,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933135/SRR11933135.lite.1,SRX8478601,L376,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778544,SAMN15145116,simple,4577,Zea mays,CML360_WS1_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,DB8539367E38E6B4D8144659435C45B5,B46279D43F79581ABAEB29CAE88FE4F7
SRR11933134,2020-06-11 09:51:38,2020-06-05 11:19:28,56875891,2893598397,0,50,1047,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933134/SRR11933134.lite.1,SRX8478602,L377,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778546,SAMN15145117,simple,4577,Zea mays,CML360_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,CFB2B80E45E77983968EB5FC1EC26D46,384E9D0575C2874D08FCEDC0C2A026D6
SRR11933133,2020-06-11 09:51:38,2020-06-05 11:18:40,56849932,2891278872,0,50,1181,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933133/SRR11933133.lite.1,SRX8478603,L378,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778545,SAMN15145118,simple,4577,Zea mays,CML360_WS2_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,E691E8B0E0AB4A9794CC00FBA2443EA5,378DB99CE0CEFACA1DCF40F88CC195D2
SRR11933132,2020-06-11 09:51:38,2020-06-05 11:21:51,57501170,2859919411,0,49,1334,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933132/SRR11933132.lite.1,SRX8478604,L379,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778547,SAMN15145119,simple,4577,Zea mays,CML360_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,2BD736754FD6E95FA4FD90395A960338,AFA4E2B3C5F0503AEB4C3E1C73A1C0D3
SRR11933131,2020-06-11 09:51:37,2020-06-05 11:14:38,45297186,2300810289,0,50,1027,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933131/SRR11933131.lite.1,SRX8478605,L380,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778548,SAMN15145120,simple,4577,Zea mays,CML360_WW_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,98843CC40E2B89C7DC135AC29287AA15,EA7BE2D1C85B76AE864DDE48BB609082
SRR11933129,2020-06-11 09:51:38,2020-06-05 11:14:32,41427331,2109501716,0,50,791,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933129/SRR11933129.lite.1,SRX8478607,L381,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778550,SAMN15145121,simple,4577,Zea mays,CML361_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,678840F1255B5046C33DF1D8A5991937,0AA59E059267A4C757223812BBB55154
SRR11933128,2020-06-11 09:51:38,2020-06-05 11:14:11,34822702,1773092171,0,50,664,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933128/SRR11933128.lite.1,SRX8478608,L382,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778551,SAMN15145122,simple,4577,Zea mays,CML361_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,4E354533C6E37D3280C2E69BC98FAC40,D6AE84A9C3DF33C64547B0F9E92F4326
SRR11933127,2020-06-11 09:51:38,2020-06-05 11:16:54,41101374,2049109822,0,49,1003,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933127/SRR11933127.lite.1,SRX8478609,L383,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778552,SAMN15145123,simple,4577,Zea mays,CML361_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,A38128A7C66D92DF4C913A72222B98DC,AF47D4B11B5569B8A51B34A430DDCF9C
