Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR11932988,2020-06-11 09:51:35,2020-06-05 11:04:52,34309430,1746165210,0,50,557,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932988/SRR11932988.lite.1,SRX8478318,L176,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778261,SAMN15144916,simple,4577,Zea mays,CIMBL17_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,13E896254D3922D2641B31F97B43EA6A,DCA2DC38B286B420E265A8AD437A0D53
SRR11932987,2020-06-11 09:51:35,2020-06-05 11:08:22,42752079,2145134225,0,50,1080,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932987/SRR11932987.lite.1,SRX8478319,L177,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778262,SAMN15144917,simple,4577,Zea mays,CIMBL17_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,844A9FDA7D11AB1905546A5C58B39AF4,58070B186DBB951FEF62BCF5F5E0A280
SRR11932986,2020-06-11 09:51:35,2020-06-05 11:07:51,63477669,3222874508,0,50,1162,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932986/SRR11932986.lite.1,SRX8478320,L178,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778263,SAMN15144918,simple,4577,Zea mays,CIMBL17_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,AC32F73BF7E545855E7DA9FCADEBB92C,65037396D4D69B05055857F668F1EBBC
SRR11932985,2020-06-11 09:51:35,2020-06-05 11:03:26,27847771,1417170712,0,50,471,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932985/SRR11932985.lite.1,SRX8478321,L179,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778264,SAMN15144919,simple,4577,Zea mays,CIMBL18_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,B787685FCE8F8A5437075F85C06AE81C,3C0103AE7572C5EFB29C4291E070F13B
SRR11932984,2020-06-11 09:51:35,2020-06-05 11:06:20,52562345,2673173150,0,50,932,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932984/SRR11932984.lite.1,SRX8478322,L180,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778265,SAMN15144920,simple,4577,Zea mays,CIMBL18_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,07A560628D0E5EA2319BACF925DE8E93,AAB3404CF596513B755CE1A7767610FF
SRR11932982,2020-06-11 09:51:35,2020-06-05 11:09:09,54217910,2760631418,0,50,1016,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932982/SRR11932982.lite.1,SRX8478324,L181,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778267,SAMN15144921,simple,4577,Zea mays,CIMBL19_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,CB23357283C75649DED4E7C5FECA53DC,5A546E3F4F3F6814E8960DAB1DDD9BDD
SRR11932981,2020-06-11 09:51:35,2020-06-05 11:07:13,47417131,2411826981,0,50,909,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932981/SRR11932981.lite.1,SRX8478325,L182,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778268,SAMN15144922,simple,4577,Zea mays,CIMBL19_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,7BA894E9E6F24421D49EC613F2CA1327,9B958CE4151D8DDAF8E1F3220AAE46AE
SRR11932980,2020-06-11 09:51:35,2020-06-05 11:01:56,26146619,1283711826,0,49,771,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932980/SRR11932980.lite.1,SRX8478326,L183,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778269,SAMN15144923,simple,4577,Zea mays,CIMBL19_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,5667037CD70064FD4DDAF2A0EC7B6094,EF84E51AAB58FCC458733BFB3DA324CC
SRR11932869,2020-06-11 09:51:36,2020-06-05 10:56:40,16868667,859893426,0,50,276,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932869/SRR11932869.lite.1,SRX8478437,L100,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778380,SAMN15144840,simple,4577,Zea mays,CIMBL1_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,52BE2C3C591962A96D67D8E7683E5F24,A15326FDC5C849A69823AA81C926D268
SRR11933485,2020-06-11 09:51:39,2020-06-05 11:39:16,49778535,2475147388,0,49,1325,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933485/SRR11933485.lite.1,SRX8478681,L101,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778623,SAMN15144841,simple,4577,Zea mays,CIMBL1_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,2C6C0A88E8851950B982481AA22C3F31,059962747F7FD7E1D2BE6C37C82E2807
SRR11933484,2020-06-11 09:51:38,2020-06-05 11:37:08,38913305,1774369467,0,45,1009,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933484/SRR11933484.lite.1,SRX8478682,L102,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778625,SAMN15144842,simple,4577,Zea mays,CIMBL1_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,469C5CD6F81E425C696D9579B8E104AB,B662F44FDD9DB8286816E7F16D43242D
SRR11932978,2020-06-11 09:51:35,2020-06-05 11:03:38,31362589,1539349523,0,49,932,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932978/SRR11932978.lite.1,SRX8478328,L185,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778271,SAMN15144925,simple,4577,Zea mays,CIMBL22_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,55675834D34753D3B3A4614CEEDDFEDE,0D57C386207AAB73CD89BA7A25EB24D1
SRR11932953,2020-06-11 09:51:35,2020-06-05 11:08:18,66953389,3399874349,0,50,1542,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932953/SRR11932953.lite.1,SRX8478353,L186,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778297,SAMN15144926,simple,4577,Zea mays,CIMBL22_WS1_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,3CAD81C8C2106240222968E3AF1F1782,B475B77831B71E9E0F1981B0877E9014
SRR11932952,2020-06-11 09:51:35,2020-06-05 11:03:12,44240088,2251293435,0,50,853,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932952/SRR11932952.lite.1,SRX8478354,L187,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778296,SAMN15144927,simple,4577,Zea mays,CIMBL22_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,53AB6994B391A9AFCBD85AAEFE573D6F,6FD52C44E0897D8FE22D8BCFF27008EF
SRR11932951,2020-06-11 09:51:35,2020-06-05 11:17:48,78038353,3968027791,0,50,1552,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932951/SRR11932951.lite.1,SRX8478355,L188,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778298,SAMN15144928,simple,4577,Zea mays,CIMBL22_WS2_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,4C5EE5CADC3D18C4F7421F492F7F293B,D3299FD8E1F12971AF56D7DA720542AB
SRR11932950,2020-06-11 09:51:35,2020-06-05 11:05:01,37907584,1890829486,0,49,922,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932950/SRR11932950.lite.1,SRX8478356,L189,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778299,SAMN15144929,simple,4577,Zea mays,CIMBL22_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,8805ACD81D8B5ECC315FAFBD7FB09F63,3960E96104B06546D355F07550BA10AE
SRR11932949,2020-06-11 09:51:35,2020-06-05 11:04:53,49378703,2509228496,0,50,1126,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932949/SRR11932949.lite.1,SRX8478357,L190,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778300,SAMN15144930,simple,4577,Zea mays,CIMBL22_WW_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,286F3DC9BEEE29588E8639AAA014944F,3E6D9B31FF7487D5591F6BE69379E07A
SRR11932947,2020-06-11 09:51:35,2020-06-05 10:57:42,20462961,1005594886,0,49,613,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932947/SRR11932947.lite.1,SRX8478359,L191,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778302,SAMN15144931,simple,4577,Zea mays,CIMBL23_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,6296DE4EE3C8012559A5B14DFFFC46BF,1CEC1F37EF2CB6132706A2CDC3D70C9C
SRR11932946,2020-06-11 09:51:35,2020-06-05 11:03:02,44505848,2260550892,0,50,1017,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932946/SRR11932946.lite.1,SRX8478360,L192,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778303,SAMN15144932,simple,4577,Zea mays,CIMBL23_WS1_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,F337B75872A6084FBD2DDF07C66843E6,E371167C762E4A067E9242C17A05AFE2
SRR11932945,2020-06-11 09:51:35,2020-06-05 11:08:26,53711966,2733980871,0,50,1013,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932945/SRR11932945.lite.1,SRX8478361,L193,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778304,SAMN15144933,simple,4577,Zea mays,CIMBL23_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,CE741DBB66835F0F5C204BEACB9A3B16,042652AD3FD73E5F0DF9F902C37194E7
SRR11932944,2020-06-11 09:51:35,2020-06-05 11:16:15,61498954,3128538321,0,50,1286,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932944/SRR11932944.lite.1,SRX8478362,L194,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778305,SAMN15144934,simple,4577,Zea mays,CIMBL23_WS2_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,188AA9E5B9D5EA5B628189253D1CA1F8,48CE8642B888B050B75D8553CDA7891B
SRR11932943,2020-06-11 09:51:35,2020-06-05 11:08:56,73465804,3657569470,0,49,1716,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932943/SRR11932943.lite.1,SRX8478363,L195,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778306,SAMN15144935,simple,4577,Zea mays,CIMBL23_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,ED4C396FA2656D12F05AAFC823C7B855,4ABA52D1336B6E9C80C7C045AC990CA7
SRR11932942,2020-06-11 09:51:35,2020-06-05 11:02:39,44285311,2249887325,0,50,1004,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932942/SRR11932942.lite.1,SRX8478364,L196,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778307,SAMN15144936,simple,4577,Zea mays,CIMBL23_WW_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,0DAA979D552EEF346A50302356966E96,EAEA5B7289EAC7BBF0D5FD5742E65E5E
SRR11932941,2020-06-11 09:51:35,2020-06-05 10:59:26,27598542,1404559398,0,50,458,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932941/SRR11932941.lite.1,SRX8478365,L197,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778308,SAMN15144937,simple,4577,Zea mays,CIMBL27_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,C178CFE794089928E6B7E325C82586D1,0D7D7B3FF182D5E263ADA741904CAD4A
SRR11932940,2020-06-11 09:51:35,2020-06-05 11:05:22,69516842,3531819881,0,50,1198,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932940/SRR11932940.lite.1,SRX8478366,L198,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778309,SAMN15144938,simple,4577,Zea mays,CIMBL27_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,64BB8CB9D06D57C2300EAA89D2051ED5,6AFB15907283B292169B05A0B1997763
SRR11932939,2020-06-11 09:51:35,2020-06-05 11:05:08,52042595,2648641527,0,50,907,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932939/SRR11932939.lite.1,SRX8478367,L199,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778310,SAMN15144939,simple,4577,Zea mays,CIMBL27_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,96CC7617053E25A3266DAD5E59B31293,A3E3A2CF66558E285EACB0D4946F4A47
SRR11932938,2020-06-11 09:51:35,2020-06-05 11:08:08,45713630,2223896887,0,48,1226,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932938/SRR11932938.lite.1,SRX8478368,L200,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778312,SAMN15144940,simple,4577,Zea mays,CIMBL28_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,B2FD02CBF5C626927940C4271735B6CC,BF55EDF3B673BADEF867D259F882E316
SRR11932935,2020-06-11 09:51:35,2020-06-05 11:23:51,65088938,3307076533,0,50,1499,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932935/SRR11932935.lite.1,SRX8478371,L201,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778314,SAMN15144941,simple,4577,Zea mays,CIMBL28_WS1_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,E45C22AD89C3B66ECBC65E85B22ACD5A,D2BD675E7633A24385BD5B986DAA7FF9
SRR11932934,2020-06-11 09:51:35,2020-06-05 11:03:56,49993268,2544537048,0,50,908,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932934/SRR11932934.lite.1,SRX8478372,L202,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778315,SAMN15144942,simple,4577,Zea mays,CIMBL28_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,66C6AE048F514784BE5B13138BAA5001,9EBE814B6CBCAD3EC94700A9BFBEAC5F
SRR11932933,2020-06-11 09:51:35,2020-06-05 11:12:49,63539510,3232343778,0,50,1333,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932933/SRR11932933.lite.1,SRX8478373,L203,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778316,SAMN15144943,simple,4577,Zea mays,CIMBL28_WS2_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,3229A15323BD926D8DAC9A357B30F29F,058D1B7B2129579DAFC2CDC401C0AD7B
SRR11932932,2020-06-11 09:51:35,2020-06-05 11:10:57,57450872,2863953669,0,49,1350,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932932/SRR11932932.lite.1,SRX8478374,L204,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778317,SAMN15144944,simple,4577,Zea mays,CIMBL28_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,67F26E0695998F38E052323E268AA6FB,C00F1D14DC13DA253C9DE0A402181DA9
SRR11932931,2020-06-11 09:51:35,2020-06-05 11:03:30,44994679,2285784842,0,50,1002,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932931/SRR11932931.lite.1,SRX8478375,L205,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778318,SAMN15144945,simple,4577,Zea mays,CIMBL28_WW_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,C1D203729993BCBA40B3310BA5D8653F,549AA67464955F3315DEBBF8827E45D6
SRR11932930,2020-06-11 09:51:35,2020-06-05 10:58:58,22549916,1106880638,0,49,672,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932930/SRR11932930.lite.1,SRX8478376,L206,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778319,SAMN15144946,simple,4577,Zea mays,CIMBL29_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,BD920A3728CC5DFF9443E6D8521A4935,4999D3E9BA8B73C7EFA94AB569E4F184
SRR11932905,2020-06-11 09:51:35,2020-06-05 11:11:16,49415035,2512304036,0,50,1113,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932905/SRR11932905.lite.1,SRX8478401,L207,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778344,SAMN15144947,simple,4577,Zea mays,CIMBL29_WS1_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,9BFA8C71271DE5B139A86A1F0BC71EC8,72B09E7B120B7CF9A6100E2B3C7D8FF6
SRR11932904,2020-06-11 09:51:35,2020-06-05 11:03:23,43504632,2213438474,0,50,837,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932904/SRR11932904.lite.1,SRX8478402,L208,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778345,SAMN15144948,simple,4577,Zea mays,CIMBL29_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,75A1795579FF5C0D76AC292A6D7FF766,08A794788693C885750958463A63F8A3
SRR11932903,2020-06-11 09:51:35,2020-06-05 11:08:56,45981972,2337238297,0,50,989,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932903/SRR11932903.lite.1,SRX8478403,L209,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778346,SAMN15144949,simple,4577,Zea mays,CIMBL29_WS2_REP,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,9F86F1F3F10CF31808204BA9750458DC,F4079F8982CBFCC39AA6B2BAE70B9D29
SRR11932902,2020-06-11 09:51:35,2020-06-05 11:02:22,39692634,1980638550,0,49,962,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932902/SRR11932902.lite.1,SRX8478404,L210,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778347,SAMN15144950,simple,4577,Zea mays,CIMBL29_WW,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,1F1E7E1B9A824BE0BCBD6EA54F942A8D,DA27B99A4F34A1875F8476ECF9DD9826
SRR11932979,2020-06-11 09:51:35,2020-06-05 11:11:01,54544846,2753101115,0,50,1143,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932979/SRR11932979.lite.1,SRX8478327,L184,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778270,SAMN15144924,simple,4577,Zea mays,CIMBL2_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,19BDF603C2D18884D36A979AF67F05DE,E1321D7287BC41BAB3B588D6F13D5010
SRR11932900,2020-06-11 09:51:35,2020-06-05 11:03:32,52950642,2562592645,0,48,1605,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932900/SRR11932900.lite.1,SRX8478406,L211,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778349,SAMN15144951,simple,4577,Zea mays,CIMBL32_WS1,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,BBD278584B89ED8650CDEBF5B1CBA28B,75BE9B97E8996C7A755E37E1E1644C07
SRR11932899,2020-06-11 09:51:35,2020-06-05 10:59:03,32750117,1519213064,0,46,898,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932899/SRR11932899.lite.1,SRX8478407,L212,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP266111,PRJNA637522,,637522,SRS6778350,SAMN15144952,simple,4577,Zea mays,CIMBL32_WS2,,,,,,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1083660,,public,5530D74E3072B36E6A932C9468AB4EB7,8E11C99E384486C1FE76A0898AF6C53C
